Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1;24721;"Annals of Mathematics";journal;"0003486X";6,760;Q1;137;28;104;1538;611;104;4,43;54,93;15,25;0;0;United States;Northern America;"Department of Mathematics at Princeton University";"1996-2023";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
2;27162;"Journal of Business and Economic Statistics";journal;"07350015, 15372707";6,150;Q1;118;195;208;8262;1175;193;3,36;42,37;23,26;43;20;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2023";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
3;13649;"Annals of Statistics";journal;"00905364";5,219;Q1;192;142;423;7521;2349;419;4,81;52,96;22,62;0;4;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
4;13531;"Journal of the Royal Statistical Society. Series B: Statistical Methodology";journal;"14679868, 13697412";3,976;Q1;151;103;126;3726;696;124;5,65;36,17;21,51;3;2;United Kingdom;Western Europe;"Oxford University Press";"1997-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
5;21100332429;"Annual Review of Statistics and Its Application";journal;"23268298, 2326831X";3,896;Q1;44;23;59;2148;634;58;8,26;93,39;25,86;1;1;United States;Northern America;"Annual Reviews Inc.";"2014-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
6;15049;"Biometrika";journal;"14643510, 00063444";3,566;Q1;132;77;216;2476;712;205;3,03;32,16;27,37;1;4;United Kingdom;Western Europe;"Oxford University Press";"1908-1913, 1945, 1947-1951, 1965-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Agricultural and Biological Sciences; Decision Sciences; Mathematics"
7;12094;"Journal of the American Statistical Association";journal;"01621459, 1537274X";3,397;Q1;215;225;501;9697;2224;454;3,77;43,10;26,77;6;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1922-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
8;24724;"Annals of Probability";journal;"00911798";3,099;Q1;99;62;272;2376;658;272;2,25;38,32;14,71;0;0;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
9;17945;"Bioinformatics";journal;"13674811, 13674803";2,940;Q1;462;975;2979;29465;22108;2965;6,29;30,22;29,09;4;212;United Kingdom;Western Europe;"Oxford University Press";"1985-2023";"Biochemistry (Q1); Computational Mathematics (Q1); Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Molecular Biology (Q1); Statistics and Probability (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
10;12137;"Journal of Statistical Software";journal;"15487660";2,722;Q1;174;51;186;2525;1400;185;5,51;49,51;12,84;3;3;United States;Northern America;"University of California at Los Angeles";"1996-2023";"Software (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics"
11;25829;"Probability Theory and Related Fields";journal;"01788051, 14322064";2,515;Q1;88;77;235;2936;482;233;1,88;38,13;14,38;0;0;Germany;Western Europe;"Springer New York";"1986-2023";"Analysis (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
12;21100887442;"Forum of Mathematics, Pi";journal;"20505086";2,436;Q1;20;26;35;1425;85;35;2,11;54,81;8,77;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2023";"Algebra and Number Theory (Q1); Analysis (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1); Statistics and Probability (Q1)";"Mathematics"
13;21100451321;"Scientific data";journal;"20524463";2,410;Q1;120;764;1085;36153;10054;153;9,72;47,32;42,47;55;248;United Kingdom;Western Europe;"Nature Publishing Group";"2014-2023";"Computer Science Applications (Q1); Education (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
14;13631;"American Statistician";journal;"00031305, 15372731";2,373;Q1;97;52;203;1430;1438;181;1,63;27,50;22,88;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1947-2023";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
15;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";2,281;Q1;261;350;726;20483;7062;726;9,22;58,52;18,40;0;8;United States;Northern America;"Microtome Publishing";"2001-2022";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)";"Computer Science; Engineering; Mathematics"
16;28632;"Biostatistics";journal;"14654644, 14684357";2,248;Q1;93;71;169;2420;660;164;2,45;34,08;33,08;1;26;United Kingdom;Western Europe;"Oxford University Press";"2003-2023";"Medicine (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Medicine"
17;19900191610;"Bayesian Analysis";journal;"19316690, 19360975";1,990;Q1;65;43;142;1992;472;142;3,22;46,33;20,00;0;5;United States;Northern America;"Carnegie Mellon University";"2006-2023";"Applied Mathematics (Q1); Statistics and Probability (Q1)";"Mathematics"
18;14756;"Statistical Science";journal;"08834237";1,978;Q1;119;40;159;2453;540;151;3,47;61,33;25,41;0;12;United States;Northern America;"Institute of Mathematical Statistics";"1986-2023";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
19;24710;"Annals of Applied Probability";journal;"10505164";1,971;Q1;89;131;268;4824;538;268;1,80;36,82;17,97;0;4;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
20;23212;"Annales de l'institut Henri Poincare (B) Probability and Statistics";journal;"02460203";1,816;Q1;53;65;297;2142;440;297;1,38;32,95;21,13;0;0;Netherlands;Western Europe;"Institute of Mathematical Statistics";"1997-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
21;22902;"Oxford Bulletin of Economics and Statistics";journal;"03059049, 14680084";1,743;Q1;85;56;180;2672;496;180;2,82;47,71;26,05;22;20;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2023";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
22;23863;"Journal of Computational and Graphical Statistics";journal;"10618600, 15372715";1,720;Q1;102;114;250;4533;661;241;2,63;39,76;27,68;1;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2023";"Discrete Mathematics and Combinatorics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
23;21100898787;"Stochastics and Partial Differential Equations: Analysis and Computations";journal;"2194041X, 21940401";1,635;Q1;19;43;68;1544;100;68;1,43;35,91;16,46;0;1;United States;Northern America;"Springer New York";"2013-2023";"Applied Mathematics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Mathematics"
24;12711;"Multivariate Behavioral Research";journal;"00273171, 15327906";1,606;Q1;97;74;181;3613;688;180;4,60;48,82;37,23;0;3;United States;Northern America;"Psychology Press Ltd";"1966-2023";"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)";"Arts and Humanities; Mathematics; Medicine; Psychology"
25;12773;"British Journal of Mathematical and Statistical Psychology";journal;"00071102, 20448317";1,490;Q1;60;29;94;1459;283;93;2,75;50,31;35,14;1;0;United States;Northern America;"Wiley-Blackwell";"1965-2023";"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1)";"Arts and Humanities; Mathematics; Medicine; Psychology"
26;20086;"Statistics in Medicine";journal;"02776715, 10970258";1,471;Q1;216;349;1107;12519;2462;1040;1,84;35,87;36,22;6;124;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1982-2023";"Epidemiology (Q1); Statistics and Probability (Q1)";"Mathematics; Medicine"
27;4700152871;"Bernoulli";journal;"13507265";1,450;Q1;76;90;377;3637;657;377;1,44;40,41;22,50;0;2;Netherlands;Western Europe;"Bernoulli Society for Mathematical Statistics and Probability";"1995-2023";"Statistics and Probability (Q1)";"Mathematics"
28;21100886430;"Forum of Mathematics, Sigma";journal;"20505094";1,402;Q1;23;112;190;4614;262;190;1,28;41,20;11,16;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2023";"Algebra and Number Theory (Q1); Analysis (Q1); Computational Mathematics (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1); Statistics and Probability (Q1); Theoretical Computer Science (Q1)";"Mathematics"
29;19700186880;"Wiley Interdisciplinary Reviews: Computational Statistics";journal;"19395108, 19390068";1,360;Q1;54;29;80;2832;327;79;3,39;97,66;32,91;1;1;United States;Northern America;"John Wiley & Sons Inc.";"2009-2023";"Statistics and Probability (Q1)";"Mathematics"
30;15495;"Finance and Stochastics";journal;"14321122, 09492984";1,349;Q1;52;27;85;1118;172;84;1,67;41,41;12,96;0;1;Germany;Western Europe;"Springer Verlag";"2004-2023";"Finance (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
31;28861;"Biometrics";journal;"0006341X, 15410420";1,348;Q1;149;145;395;4180;738;378;1,73;28,83;37,79;2;53;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1946-1951, 1965-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Mathematics; Medicine"
32;14231;"Statistical Methods in Medical Research";journal;"14770334, 09622802";1,300;Q1;104;153;661;5763;1700;642;2,20;37,67;33,03;4;62;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2023";"Health Information Management (Q1); Statistics and Probability (Q1); Epidemiology (Q2)";"Health Professions; Mathematics; Medicine"
33;21101053588;"SMAI Journal of Computational Mathematics";journal;"24268399";1,286;Q1;14;15;37;571;92;36;3,06;38,07;16,00;0;0;France;Western Europe;"SMAI French Society for Applied and Industrial Mathematics";"2015-2023";"Computational Mathematics (Q1); Modeling and Simulation (Q1); Numerical Analysis (Q1); Statistics and Probability (Q1)";"Mathematics"
34;21100886542;"Journal of Management Analytics";journal;"23270039, 23270012";1,281;Q1;32;25;81;1146;635;81;7,77;45,84;41,38;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2023";"Business, Management and Accounting (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Business, Management and Accounting; Decision Sciences; Mathematics"
35;5100155103;"Journal of Informetrics";journal;"18755879, 17511577";1,269;Q1;90;91;255;5562;1138;249;3,80;61,12;33,85;3;10;Netherlands;Western Europe;"Elsevier B.V.";"2007-2023";"Applied Mathematics (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
36;21100199809;"Probability Surveys";journal;"15495787";1,260;Q1;42;11;20;945;53;20;2,08;85,91;27,78;0;0;United States;Northern America;"Institute of Mathematical Statistics";"2004-2022";"Statistics and Probability (Q1)";"Mathematics"
37;26398;"Electronic Journal of Probability";journal;"10836489";1,235;Q1;52;164;444;5431;525;444;1,04;33,12;12,17;0;2;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
38;21100926541;"Information and Inference";journal;"20498772";1,193;Q1;30;30;84;1506;203;84;2,11;50,20;11,11;0;1;United States;Northern America;"Oxford University Press";"2012-2023";"Analysis (Q1); Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Numerical Analysis (Q1); Statistics and Probability (Q1)";"Computer Science; Mathematics"
39;26929;"Stochastic Processes and their Applications";journal;"03044149";1,184;Q1;85;198;580;6382;894;580;1,44;32,23;20,83;0;5;Netherlands;Western Europe;"Elsevier B.V.";"1973-2023";"Applied Mathematics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Mathematics"
40;21101021638;"Stochastic Systems";journal;"19465238";1,179;Q1;8;17;55;637;90;46;2,00;37,47;13,16;0;1;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2019-2023";"Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
41;14189;"Statistica Sinica";journal;"10170405";1,169;Q1;86;114;277;3751;375;276;1,25;32,90;34,47;0;6;Taiwan;Asiatic Region;"Institute of Statistical Science";"1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
42;23947;"Journal of Multivariate Analysis";journal;"0047259X, 10957243";1,167;Q1;89;161;321;7140;586;317;1,54;44,35;29,54;0;6;United States;Northern America;"Academic Press Inc.";"1971-2024";"Numerical Analysis (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
43;21100211345;"Annals of Applied Statistics";journal;"19417330, 19326157";1,159;Q1;84;130;294;6500;587;290;1,61;50,00;30,70;0;42;United States;Northern America;"Institute of Mathematical Statistics";"2008-2023";"Modeling and Simulation (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
44;21100945714;"Methods, Data, Analyses";journal;"21904936, 18646956";1,148;Q1;8;12;28;633;56;28;1,23;52,75;48,28;0;1;Germany;Western Europe;"GESIS - Leibniz Institute for the Social Sciences";"2019-2023";"Applied Mathematics (Q1); Applied Psychology (Q1); Computer Science Applications (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics; Psychology"
45;15424;"Measurement: Journal of the International Measurement Confederation";journal;"02632241";1,106;Q1;130;1647;3819;69780;23112;3810;6,26;42,37;26,93;1;192;Netherlands;Western Europe;"Elsevier B.V.";"1983-2023";"Applied Mathematics (Q1); Condensed Matter Physics (Q1); Education (Q1); Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Statistics and Probability (Q1)";"Engineering; Mathematics; Physics and Astronomy; Social Sciences"
46;14567;"Technometrics";journal;"15372723, 00401706";1,092;Q1;90;42;128;1676;304;119;2,16;39,90;20,77;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1959-2023";"Applied Mathematics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1)";"Mathematics"
47;21100209501;"Statistics in Biopharmaceutical Research";journal;"19466315";1,091;Q1;25;69;174;1862;232;139;1,56;26,99;38,74;0;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2023";"Pharmaceutical Science (Q1); Statistics and Probability (Q1)";"Mathematics; Pharmacology, Toxicology and Pharmaceutics"
48;19900192726;"Electronic Journal of Statistics";journal;"19357524";1,067;Q1;59;152;399;6497;524;398;1,12;42,74;27,19;0;5;United States;Northern America;"Institute of Mathematical Statistics";"2007-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
49;21100836195;"Econometrics and Statistics";journal;"24523062";1,010;Q1;16;84;134;3664;179;128;1,27;43,62;22,05;1;9;Netherlands;Western Europe;"Elsevier B.V.";"2017-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
50;21100913561;"Swiss Journal of Economics and Statistics";journal;"22356282";0,997;Q1;17;24;50;802;218;50;3,64;33,42;27,12;7;12;Switzerland;Western Europe;"Springer Nature";"2007-2023";"Statistics and Probability (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Mathematics"
51;20043;"Scandinavian Actuarial Journal";journal;"03461238, 16512030";0,977;Q1;44;40;128;1327;236;128;1,94;33,18;26,51;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1918-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
52;13734;"Biometrical Journal";journal;"03233847, 15214036";0,973;Q1;75;82;324;2810;552;309;1,78;34,27;34,87;0;26;Germany;Western Europe;"Wiley-VCH Verlag";"1970, 1977-2023";"Medicine (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Medicine"
53;21100889419;"Annals of Actuarial Science";journal;"17484995, 17485002";0,972;Q1;18;27;71;863;123;70;1,82;31,96;19,40;0;3;United Kingdom;Western Europe;"Cambridge University Press";"2011, 2015-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
54;13530;"Journal of the Royal Statistical Society. Series A: Statistics in Society";journal;"09641998, 1467985X";0,971;Q1;94;167;235;5790;546;217;1,69;34,67;26,77;13;86;United Kingdom;Western Europe;"Oxford University Press";"1988-2023";"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
55;21100927405;"Advances in Statistical Climatology, Meteorology and Oceanography";journal;"23643587, 23643579";0,968;Q1;7;12;30;760;78;30;3,32;63,33;39,39;0;4;Germany;Western Europe;"Copernicus GmbH";"2019-2023";"Applied Mathematics (Q1); Oceanography (Q1); Statistics and Probability (Q1); Atmospheric Science (Q2)";"Earth and Planetary Sciences; Mathematics"
56;12140;"Journal of Time Series Analysis";journal;"01439782, 14679892";0,967;Q1;61;46;137;1636;161;128;0,95;35,57;20,45;1;2;United States;Northern America;"Wiley-Blackwell";"1980-2023";"Applied Mathematics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics"
57;21100830444;"SIAM-ASA Journal on Uncertainty Quantification";journal;"21662525";0,940;Q1;37;60;157;2960;355;157;2,23;49,33;23,31;0;2;United States;Northern America;"Society for Industrial and Applied Mathematics Publications";"2013-2023";"Applied Mathematics (Q1); Discrete Mathematics and Combinatorics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
58;23614;"Statistics and Computing";journal;"09603174, 15731375";0,940;Q1;85;108;257;4670;638;256;2,25;43,24;17,42;0;5;Netherlands;Western Europe;"Springer Netherlands";"1991-2023";"Computational Theory and Mathematics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Theoretical Computer Science (Q2)";"Computer Science; Decision Sciences; Mathematics"
59;21100897526;"Journal of Causal Inference";journal;"21933685, 21933677";0,934;Q1;13;23;46;977;129;46;1,25;42,48;37,78;0;5;Germany;Western Europe;"Walter de Gruyter GmbH";"2018-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
60;18111;"Insurance: Mathematics and Economics";journal;"01676687";0,921;Q1;86;93;318;3693;637;316;1,67;39,71;31,51;0;9;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Statistics and Probability (Q1); Economics and Econometrics (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
61;13533;"Journal of the Royal Statistical Society. Series C: Applied Statistics";journal;"00359254, 14679876";0,916;Q1;80;84;201;3463;380;201;1,72;41,23;32,63;2;25;United Kingdom;Western Europe;"Oxford University Press";"1981, 1983-1991, 1993, 1996-2023";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
62;28070;"Combinatorics Probability and Computing";journal;"09635483, 14692163";0,901;Q1;56;14;167;403;141;166;0,70;28,79;20,51;0;0;United Kingdom;Western Europe;"Cambridge University Press";"1992-2023";"Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Statistics and Probability (Q1); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
63;21100853526;"ACM Transactions on Economics and Computation";journal;"21678375, 21678383";0,888;Q1;23;10;69;380;193;64;1,68;38,00;4,17;0;1;United States;Northern America;"Association for Computing Machinery (ACM)";"2013-2023";"Computer Science (miscellaneous) (Q1); Statistics and Probability (Q1); Computational Mathematics (Q2); Economics and Econometrics (Q2); Marketing (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Mathematics"
64;28461;"Computational Statistics and Data Analysis";journal;"01679473";0,877;Q2;132;176;487;7241;964;483;2,07;41,14;33,33;2;14;Netherlands;Western Europe;"Elsevier B.V.";"1983-2024";"Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Computational Mathematics (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics"
65;21100941752;"Advanced Theory and Simulations";journal;"25130390";0,874;Q2;39;222;491;11518;1913;486;3,58;51,88;25,49;0;52;Germany;Western Europe;"Wiley-VCH Verlag";"2018-2023";"Modeling and Simulation (Q1); Multidisciplinary (Q1); Numerical Analysis (Q1); Statistics and Probability (Q2)";"Mathematics; Multidisciplinary"
66;21100379294;"Operations Research Perspectives";journal;"22147160";0,873;Q2;31;35;104;2328;459;104;3,23;66,51;24,51;0;14;Netherlands;Western Europe;"Elsevier B.V.";"2014-2023";"Control and Optimization (Q1); Management Science and Operations Research (Q2); Statistics and Probability (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences; Mathematics"
67;21100797724;"Journal of Survey Statistics and Methodology";journal;"23250992, 23250984";0,863;Q2;24;61;120;2142;275;117;2,37;35,11;42,05;4;8;United States;Northern America;"Oxford University Press";"2013-2023";"Applied Mathematics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Social Sciences"
68;18400156705;"Set-Valued and Variational Analysis";journal;"18770541, 18770533";0,860;Q2;48;66;124;2106;191;119;1,68;31,91;15,79;0;0;Germany;Western Europe;"Springer Verlag";"2009-2023";"Analysis (Q1); Applied Mathematics (Q1); Geometry and Topology (Q1); Numerical Analysis (Q1); Statistics and Probability (Q2)";"Mathematics"
69;21100829708;"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions";journal;"23085835, 23085827";0,858;Q2;13;20;49;781;57;49;1,17;39,05;20,00;0;0;Germany;Western Europe;"European Mathematical Society Publishing House";"2014-2023";"Algebra and Number Theory (Q1); Discrete Mathematics and Combinatorics (Q1); Statistical and Nonlinear Physics (Q1); Geometry and Topology (Q2); Statistics and Probability (Q2)";"Mathematics; Physics and Astronomy"
70;5200152822;"Advances in Data Analysis and Classification";journal;"18625347, 18625355";0,853;Q2;39;44;129;1726;259;121;1,88;39,23;24,07;1;3;Germany;Western Europe;"Springer Verlag";"2007-2023";"Applied Mathematics (Q1); Computer Science Applications (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics"
71;21124;"Pharmaceutical Statistics";journal;"15391612, 15391604";0,832;Q2;46;94;228;2875;306;211;1,41;30,59;32,43;3;25;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2004-2023";"Pharmacology (Q2); Pharmacology (medical) (Q2); Statistics and Probability (Q2)";"Mathematics; Medicine; Pharmacology, Toxicology and Pharmaceutics"
72;21100231200;"Alea";journal;"19800436";0,823;Q2;18;69;137;1896;103;137;0,70;27,48;24,82;0;2;Brazil;Latin America;"Instituto Nacional de Matematica Pura e Aplicada";"2011-2023";"Statistics and Probability (Q2)";"Mathematics"
73;21564;"Environmetrics";journal;"1099095X, 11804009";0,819;Q2;68;45;147;1656;276;140;1,77;36,80;29,37;1;15;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1990-2023";"Ecological Modeling (Q2); Statistics and Probability (Q2)";"Environmental Science; Mathematics"
74;21100855841;"Physical Review E";journal;"24700045, 24700053";0,819;Q2;325;1780;5974;90711;15011;5969;2,44;50,96;18,67;0;94;United States;Northern America;"American Physical Society";"1993-2023";"Condensed Matter Physics (Q1); Statistical and Nonlinear Physics (Q2); Statistics and Probability (Q2)";"Mathematics; Physics and Astronomy"
75;12068;"International Statistical Review";journal;"03067734, 17515823";0,800;Q2;62;34;132;1635;231;110;1,68;48,09;24,73;1;5;United States;Northern America;"John Wiley & Sons Inc.";"1982, 1985, 1987, 1990, 1992-1994, 1996-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
76;28500;"Journal of Complexity";journal;"0885064X, 10902708";0,794;Q2;55;41;112;1364;198;110;2,00;33,27;19,05;0;0;United States;Northern America;"Academic Press Inc.";"1985-2024";"Algebra and Number Theory (Q1); Mathematics (miscellaneous) (Q1); Applied Mathematics (Q2); Control and Optimization (Q2); Numerical Analysis (Q2); Statistics and Probability (Q2)";"Mathematics"
77;23838;"Journal of Applied Probability";journal;"00219002";0,783;Q2;62;67;198;1728;236;197;0,98;25,79;21,38;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1975-1979, 1981-1990, 1995-2023";"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
78;14072;"Scandinavian Journal of Statistics";journal;"14679469, 03036898";0,769;Q2;70;66;162;2590;175;160;1,00;39,24;26,59;0;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
79;14233;"Statistical Papers";journal;"09325026, 16139798";0,766;Q2;46;76;343;2585;514;339;1,40;34,01;28,82;0;3;United States;Northern America;"Springer New York";"1983, 1988-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
80;19600157009;"North American Actuarial Journal";journal;"10920277";0,762;Q2;51;31;132;1267;177;118;1,30;40,87;33,85;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2023";"Economics and Econometrics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
