Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
162;130128;"Journal of Mathematical Sciences";journal;"10723374, 15738795";0,357;Q3;43;528;1503;11417;560;1502;0,40;21,62;37,31;0;0;United States;Northern America;"Springer Science and Business Media Deutschland GmbH";"1994-2023";"Applied Mathematics (Q3); Mathematics (miscellaneous) (Q3); Statistics and Probability (Q3)";"Mathematics"
163;15810;"Probability in the Engineering and Informational Sciences";journal;"02699648, 14698951";0,357;Q3;41;55;100;1859;87;100;0,91;33,80;29,20;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1987-2023";"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Engineering; Mathematics"
164;19700201685;"Revstat Statistical Journal";journal;"21830371, 16456726";0,352;Q3;20;29;94;830;98;92;0,78;28,62;25,35;0;2;Portugal;Western Europe;"Instituto Nacional De Estatistica";"2010-2023";"Statistics and Probability (Q3)";"Mathematics"
165;21100201965;"Journal of Statistical Theory and Practice";journal;"15598616, 15598608";0,351;Q3;24;90;180;2285;132;179;0,65;25,39;24,02;2;4;Switzerland;Western Europe;"Springer Nature";"2007-2023";"Statistics and Probability (Q3)";"Mathematics"
166;21100464776;"Statistics, Optimization and Information Computing";journal;"23105070, 2311004X";0,339;Q3;19;57;177;2038;243;176;1,31;35,75;25,19;0;3;United States;Northern America;"International Academic Press";"2013-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Information Systems (Q3); Signal Processing (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
167;14345;"Theory in Biosciences";journal;"16117530, 14317613";0,327;Q3;41;29;64;1535;91;63;1,21;52,93;27,27;0;5;Germany;Western Europe;"Springer Verlag";"1997-2023";"Applied Mathematics (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Statistics and Probability (Q3)";"Agricultural and Biological Sciences; Mathematics"
168;21100941066;"Frontiers in Applied Mathematics and Statistics";journal;"22974687";0,325;Q3;21;90;198;3660;331;187;1,66;40,67;20,69;3;14;Switzerland;Western Europe;"Frontiers Media SA";"2015-2023";"Applied Mathematics (Q3); Statistics and Probability (Q3)";"Mathematics"
169;12838;"Metron";journal;"00261424, 2281695X";0,323;Q3;25;22;62;609;37;58;0,51;27,68;24,00;1;2;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"1973-1974, 1999-2023";"Statistics and Probability (Q3)";"Mathematics"
170;21100890652;"British Actuarial Journal";journal;"13573217, 20440456";0,322;Q3;6;23;31;380;33;26;1,00;16,52;10,00;0;7;United Kingdom;Western Europe;"Cambridge University Press";"2018-2023";"Economics and Econometrics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
171;14828;"Stochastic Models";journal;"15326349, 15324214";0,314;Q3;39;19;82;449;49;79;0,60;23,63;22,50;0;0;United States;Northern America;"Taylor and Francis Ltd.";"2002-2023";"Applied Mathematics (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q3)";"Mathematics"
172;21100216944;"Electronic Journal of Applied Statistical Analysis";journal;"20705948";0,313;Q3;18;24;112;685;98;112;0,75;28,54;43,75;0;5;Italy;Western Europe;"ESE - Salento University Publishing";"2008-2023";"Modeling and Simulation (Q3); Statistics and Probability (Q3)";"Mathematics"
173;19900192611;"Probability and Mathematical Statistics";journal;"02084147";0,311;Q3;12;21;70;435;32;70;0,50;20,71;7,14;0;1;Poland;Eastern Europe;"PWN-Polish Scientific Publishers";"2011-2023";"Statistics and Probability (Q3)";"Mathematics"
174;21100829708;"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions";journal;"23085835, 23085827";0,309;Q3;13;16;49;620;40;49;0,61;38,75;15,15;0;0;Germany;Western Europe;"European Mathematical Society Publishing House";"2014-2023";"Algebra and Number Theory (Q3); Discrete Mathematics and Combinatorics (Q3); Geometry and Topology (Q3); Statistical and Nonlinear Physics (Q3); Statistics and Probability (Q3)";"Mathematics; Physics and Astronomy"
175;21100238614;"Journal of Applied Probability and Statistics";journal;"19306792";0,305;-;9;18;51;430;55;49;0,80;23,89;20,00;0;4;Pakistan;Asiatic Region;"Islamic Countries Society of Statistical Sciences";"2012-2021";"Applied Mathematics (Q3); Podiatry (Q3)";"Health Professions; Mathematics"
176;21100838017;"Sankhya B";journal;"09768394, 09768386";0,301;Q3;13;48;60;1556;36;60;0,62;32,42;21,24;2;7;India;Asiatic Region;"Springer India";"2010-2023";"Applied Mathematics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
177;21100444451;"Austrian Journal of Statistics";journal;"1026597X";0,300;Q3;14;30;80;844;73;79;0,50;28,13;30,77;0;3;Austria;Western Europe;"Austrian Society for Statistics";"2014-2023";"Applied Mathematics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
178;23179;"Environmental and Ecological Statistics";journal;"13528505, 15733009";0,298;Q3;53;39;79;1790;143;76;1,94;45,90;33,33;1;15;Netherlands;Western Europe;"Springer Netherlands";"1994-2023";"Environmental Science (miscellaneous) (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Environmental Science; Mathematics"
179;21101021861;"Zhurnal Belorusskogo Gosudarstvennogo Universiteta. Matematika. Informatika";journal;"25206508, 26173956";0,293;Q3;4;29;88;544;28;86;0,37;18,76;17,95;0;1;Belarus;Eastern Europe;"The Belarusian State University";"2017-2023";"Algebra and Number Theory (Q3); Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Statistics and Probability (Q3)";"Computer Science; Mathematics"
180;21100901137;"Journal of Statistical Distributions and Applications";journal;"21955832";0,290;Q3;19;13;31;398;46;31;1,00;30,62;24,14;1;1;Germany;Western Europe;"SpringerOpen";"2014-2015, 2017-2021";"Computer Science Applications (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
181;13375;"Psicologica";journal;"02112159, 15768597";0,287;Q3;23;7;32;343;21;32;0,72;49,00;33,33;0;0;Spain;Western Europe;"Digital CSIC";"2004-2021";"Arts and Humanities (miscellaneous) (Q2); Developmental and Educational Psychology (Q3); Psychology (miscellaneous) (Q3); Statistics and Probability (Q3); Experimental and Cognitive Psychology (Q4)";"Arts and Humanities; Mathematics; Psychology"
182;12139;"Journal of Statistics Education";journal;"10691898";0,286;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2021";"Education (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics; Social Sciences"
183;21100905277;"Mathematics and Statistics";journal;"23322071, 23322144";0,284;Q3;9;112;148;2473;140;148;0,98;22,08;40,64;0;11;United States;Northern America;"Horizon Research Publishing";"2018-2023";"Economics and Econometrics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
184;11500153507;"Pakistan Journal of Statistics";journal;"10129367";0,280;Q3;21;21;69;465;83;69;1,05;22,14;21,82;0;0;Pakistan;Asiatic Region;"Pakistan Journal of Statistics";"2008-2023";"Statistics and Probability (Q3)";"Mathematics"
185;12441;"Open Systems and Information Dynamics";journal;"17937191, 12301612";0,278;Q4;36;21;65;590;39;63;0,57;28,10;5,56;0;0;Singapore;Asiatic Region;"World Scientific";"1992-1995, 1997-2023";"Computational Mechanics (Q3); Information Systems (Q3); Mechanics of Materials (Q3); Physical and Theoretical Chemistry (Q3); Fluid Flow and Transfer Processes (Q4); Mathematical Physics (Q4); Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4)";"Chemical Engineering; Chemistry; Computer Science; Engineering; Mathematics; Physics and Astronomy"
186;21101041527;"Chilean Journal of Statistics";journal;"07187912, 07187920";0,277;Q4;5;15;24;410;20;20;0,83;27,33;33,33;0;2;Chile;Latin America;"Chilean Statistical Society";"2019-2023";"Statistics and Probability (Q4)";"Mathematics"
187;21100916741;"Journal of Verification, Validation and Uncertainty Quantification";journal;"23772158, 23772166";0,277;Q4;13;27;72;916;85;72;1,16;33,93;13,68;0;1;United States;Northern America;"The American Society of Mechanical Engineers(ASME)";"2016-2023";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q4)";"Computer Science; Mathematics"
188;21100200410;"Mathematical Methods of Statistics";journal;"19348045, 10665307";0,274;Q4;15;4;44;94;17;44;0,30;23,50;57,14;0;1;United States;Northern America;"Pleiades Publishing";"2007-2023";"Statistics, Probability and Uncertainty (Q3); Statistics and Probability (Q4)";"Decision Sciences; Mathematics"
189;21100855735;"Communications for Statistical Applications and Methods";journal;"22877843, 23834757";0,272;Q4;10;45;146;1067;102;146;0,77;23,71;32,95;0;5;South Korea;Asiatic Region;"Korean Statistical Society";"2017-2023";"Applied Mathematics (Q3); Finance (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
190;21100888787;"Annals of Economics and Statistics";journal;"21154430, 19683863";0,269;Q4;6;24;71;1131;38;71;0,63;47,13;23,91;0;11;France;Western Europe;"Groupe des ecoles nationales d'economie et statistique";"2018-2023";"Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
191;21100858348;"Croatian Operational Research Review";journal;"18480225, 18489931";0,267;Q4;10;16;75;436;81;75;0,86;27,25;48,48;0;7;Croatia;Eastern Europe;"Croatian Operational Research Society";"2017-2023";"Applied Mathematics (Q3); Economics and Econometrics (Q3); Management Science and Operations Research (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
192;21100854726;"International Journal of Mathematics and Computer Science";journal;"18140432, 18140424";0,264;Q4;13;125;230;1872;163;230;0,70;14,98;43,75;0;9;United States;Northern America;"Badih Ghusayni";"2017-2024";"Applied Mathematics (Q3); Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Discrete Mathematics and Combinatorics (Q3); Algebra and Number Theory (Q4); Modeling and Simulation (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
193;21100199332;"Monte Carlo Methods and Applications";journal;"09299629, 15693961";0,263;Q4;27;21;77;496;53;77;0,55;23,62;21,74;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"1995-2023";"Applied Mathematics (Q3); Statistics and Probability (Q4)";"Mathematics"
194;21100901158;"EURO Journal on Decision Processes";journal;"21939446, 21939438";0,260;Q4;19;2;46;172;53;41;1,11;86,00;0,00;0;0;Germany;Western Europe;"Elsevier B.V.";"2013-2023";"Business, Management and Accounting (miscellaneous) (Q3); Computational Mathematics (Q3); Decision Sciences (miscellaneous) (Q3); Applied Mathematics (Q4); Statistics and Probability (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
195;12008;"Teruleti Statisztika";journal;"20648251, 00187828";0,257;Q4;13;32;88;1491;112;86;1,20;46,59;22,58;0;19;Hungary;Eastern Europe;"Hungarian Central Statistical Office";"1980, 1982-1983, 1985, 2016-2023";"Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
196;21100223159;"Investigacion Operacional";journal;"02574306, 22245405";0,252;Q4;16;46;199;990;126;194;0,70;21,52;38,14;0;9;Cuba;Latin America;"Universidad de La Habana";"2012-2023";"Applied Mathematics (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
197;21100466423;"Global and Stochastic Analysis";journal;"22489444";0,248;Q4;11;41;40;1700;68;40;1,74;41,46;42,35;0;4;India;Asiatic Region;"MUK Publications and Distribution";"2014-2023";"Discrete Mathematics and Combinatorics (Q4); Statistics and Probability (Q4)";"Mathematics"
198;21100923463;"Statistical Theory and Related Fields";journal;"24754277, 24754269";0,247;Q4;8;38;93;991;38;91;0,23;26,08;36,00;1;1;United States;Northern America;"Routledge";"2017-2023";"Analysis (Q4); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
199;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";0,243;-;19;62;119;2250;121;115;0,85;36,29;31,25;0;15;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science"
200;21100834346;"Thailand Statistician";journal;"23510676, 16859057";0,243;Q4;10;60;79;1363;74;79;0,90;22,72;36,52;0;4;Thailand;Asiatic Region;"Thai Statistical Association";"2017-2023";"Computational Mathematics (Q3); Statistics and Probability (Q4)";"Mathematics"
201;21100858129;"International Journal of Applied Metaheuristic Computing";journal;"19478283, 19478291";0,238;Q4;8;36;77;1380;77;77;1,08;38,33;21,84;0;9;United States;Northern America;"IGI Global Publishing";"2016, 2018-2023";"Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Decision Sciences (miscellaneous) (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Computer Science; Decision Sciences; Mathematics"
202;21100200205;"Journal of the Iranian Statistical Society";journal;"17264057";0,236;Q4;10;16;55;344;29;55;0,59;21,50;15,38;0;1;Iran;Middle East;"Iranian Statistical Society";"2011-2022";"Statistics and Probability (Q4)";"Mathematics"
203;20062;"Economie et Statistique";journal;"17775574, 03361454";0,234;Q4;16;22;75;736;45;68;0,38;33,45;46,51;2;13;France;Western Europe;"Institut National de la Statistique et des Etudes Economiques";"1977-1998, 2007-2023";"Economics and Econometrics (Q3); Sociology and Political Science (Q3); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
204;21100898973;"Journal of Statistics Applications and Probability";journal;"20908423, 20908431";0,234;Q4;13;78;118;1798;116;118;0,97;23,05;29,23;0;11;United States;Northern America;"Natural Sciences Publishing";"2018-2024";"Library and Information Sciences (Q3); Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy; Social Sciences"
205;21100981084;"European Journal of Pure and Applied Mathematics";journal;"13075543";0,232;Q4;11;128;196;2186;111;196;0,57;17,08;34,17;0;3;United States;Northern America;"New York Business Global";"2019-2023";"Algebra and Number Theory (Q4); Applied Mathematics (Q4); Geometry and Topology (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4); Theoretical Computer Science (Q4)";"Mathematics"
206;21101027245;"Journal of Statistical Theory and Applications";journal;"15387887, 22141766";0,226;Q4;10;37;80;832;66;80;0,83;22,49;26,25;0;0;France;Western Europe;"Springer International Publishing AG";"2019-2023";"Applied Mathematics (Q4); Computer Science Applications (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
207;27401;"Theory of Probability and its Applications";journal;"0040585X, 10957219";0,224;Q4;33;25;149;375;86;147;0,55;15,00;25,81;0;0;United States;Northern America;"Society for Industrial and Applied Mathematics Publications";"1996-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
208;21100870373;"Turkish World Mathematical Society Journal of Applied and Engineering Mathematics";journal;"21461147, 25871013";0,220;Q4;11;149;253;2791;129;253;0,49;18,73;25,82;0;3;Turkey;Middle East;"Isik University";"2018-2023";"Applied Mathematics (Q4); Computational Mathematics (Q4); Control and Optimization (Q4); Discrete Mathematics and Combinatorics (Q4); Mathematical Physics (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
209;19700182104;"International Journal of Agricultural and Statistical Sciences (discontinued)";journal;"09763392, 09731903";0,219;Q4;18;460;409;7905;563;409;1,80;17,18;33,41;0;93;India;Asiatic Region;"DAV College";"2009-2022";"Agricultural and Biological Sciences (miscellaneous) (Q3); Applied Mathematics (Q4); Statistics and Probability (Q4)";"Agricultural and Biological Sciences; Mathematics"
210;21100893243;"Journal of Risk Management in Financial Institutions";journal;"17528887, 17528895";0,218;Q4;7;35;86;766;39;75;0,54;21,89;17,31;0;24;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2023";"Finance (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
211;21100199320;"Random Operators and Stochastic Equations";journal;"09266364, 1569397X";0,213;Q4;20;19;66;410;21;66;0,35;21,58;18,92;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"1993-2023";"Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
212;21100202933;"Teaching Statistics";journal;"14679639, 0141982X";0,211;Q4;18;43;72;822;38;61;0,56;19,12;41,98;2;6;United States;Northern America;"Wiley-Blackwell";"1979-2023";"Education (Q3); Statistics and Probability (Q4)";"Mathematics; Social Sciences"
213;19700175084;"Revista Colombiana de Estadistica";journal;"01201751";0,208;Q4;22;20;42;663;42;36;0,68;33,15;23,26;0;2;Colombia;Latin America;"Universidad Nacional de Colombia";"2001-2023";"Statistics and Probability (Q4)";"Mathematics"
214;21100367884;"Statistics and Risk Modeling";journal;"21931402, 21967040";0,201;Q4;21;3;16;105;8;16;0,50;35,00;60,00;0;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1982-2002, 2011-2023";"Modeling and Simulation (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
215;21100407607;"Statistics in Transition";journal;"24500291, 12347655";0,196;Q4;12;46;141;1235;75;135;0,50;26,85;36,00;0;8;Poland;Eastern Europe;"";"2015-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
216;21100826265;"Communications on Stochastic Analysis";journal;"09739599, 26886669";0,192;Q4;9;0;49;0;24;48;0,24;0,00;0,00;0;0;India;Asiatic Region;"Serials Publications";"2017-2019";"Statistics and Probability (Q4)";"Mathematics"
217;21101039083;"Nonautonomous Dynamical Systems";journal;"23530626";0,191;Q4;10;23;36;650;19;36;0,63;28,26;12,50;0;7;Germany;Western Europe;"Walter de Gruyter GmbH";"2014-2023";"Analysis (Q4); Applied Mathematics (Q4); Numerical Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
218;7100153149;"Model Assisted Statistics and Applications";journal;"15741699";0,184;Q4;14;32;91;659;45;85;0,40;20,59;27,45;0;12;Netherlands;Western Europe;"IOS Press BV";"2005, 2007-2023";"Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Mathematics"
219;21101049616;"Japanese Journal of Statistics and Data Science";journal;"25208764";0,182;Q4;7;25;14;773;11;14;0,79;30,92;21,21;1;3;Germany;Western Europe;"Springer Science and Business Media B.V.";"2019-2023";"Computational Theory and Mathematics (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
220;14135;"South African Statistical Journal";journal;"0038271X";0,177;Q4;11;9;36;219;10;36;0,16;24,33;24,00;0;1;South Africa;Africa;"South African Statistical Association";"1996-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
221;144810;"Journal of Modern Applied Statistical Methods";journal;"15389472";0,172;Q4;40;4;136;102;78;135;0,35;25,50;11,11;0;0;United States;Northern America;"Wayne State University";"2002-2021";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
222;21100948959;"Communications in Statistics Case Studies Data Analysis and Applications";journal;"23737484";0,170;Q4;8;36;79;1224;36;75;0,48;34,00;26,74;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2023";"Analysis (Q4); Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
223;21100871803;"Jordan Journal of Mathematics and Statistics";journal;"20757905, 22275487";0,170;Q4;7;46;85;916;39;85;0,38;19,91;29,23;0;0;Jordan;Middle East;"Yarmouk University";"2018-2023";"Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4); Statistics and Probability (Q4)";"Mathematics"
224;4300151408;"Significance";journal;"17409713, 17409705";0,164;Q4;26;90;300;342;156;88;0,45;3,80;35,29;3;12;United Kingdom;Western Europe;"Oxford University Press";"2004-2022";"Statistics and Probability (Q4)";"Mathematics"
225;21101027631;"Journal of Privacy and Confidentiality";journal;"25758527";0,162;Q4;9;15;25;504;30;23;1,20;33,60;16,22;1;0;United States;Northern America;"Cornell University";"2019-2023";"Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
226;144884;"WSEAS Transactions on Mathematics";journal;"11092769";0,161;Q4;24;85;176;1846;94;176;0,55;21,72;34,81;0;7;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2005-2014, 2017-2023";"Algebra and Number Theory (Q4); Applied Mathematics (Q4); Computational Mathematics (Q4); Control and Optimization (Q4); Discrete Mathematics and Combinatorics (Q4); Endocrinology, Diabetes and Metabolism (Q4); Management Science and Operations Research (Q4); Statistics and Probability (Q4)";"Decision Sciences; Mathematics; Medicine"
227;14844;"Survey Methodology";journal;"14920921, 07140045";0,156;Q4;24;17;56;515;30;56;0,41;30,29;22,86;0;1;Canada;Northern America;"Statistics Canada";"1987-1988, 1992, 2008-2023";"Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Mathematics"
228;21100218072;"Metodoloski Zvezki";journal;"18540031, 18540023";0,155;Q4;9;6;39;167;25;39;0,63;27,83;44,44;0;0;Slovenia;Eastern Europe;"Faculty of Social Sciences, University of Ljubljana";"2011-2022";"Social Sciences (miscellaneous) (Q3); Statistics and Probability (Q4)";"Mathematics; Social Sciences"
229;20300195019;"Risk and Decision Analysis";journal;"18759173, 15697371";0,154;Q4;10;5;13;110;6;12;1,00;22,00;42,86;0;0;Netherlands;Western Europe;"IOS Press";"2009-2014, 2016-2018, 2020-2021";"Economics and Econometrics (Q4); Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
230;27928;"Utilitas Mathematica";journal;"03153681";0,152;Q4;32;5;260;87;76;260;0,25;17,40;10,00;0;1;Canada;Northern America;"Utilitas Mathematica Publishing Inc.";"1996-2014, 2016-2023";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
231;21100312404;"Theory of Stochastic Processes";journal;"03213900";0,150;Q4;7;0;41;0;10;41;0,27;0,00;0,00;0;0;Ukraine;Eastern Europe;"Institute of Mathematics, Ukrainian National Academy of Sciences";"2011-2012, 2014-2022";"Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Mathematics"
232;21100890137;"International Journal of Business Continuity and Risk Management";journal;"17582164, 17582172";0,146;Q4;7;24;59;1008;30;58;0,38;42,00;38,71;0;7;Switzerland;Western Europe;"Inderscience";"2016-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
233;21100241760;"Markov Processes and Related Fields";journal;"10242953";0,131;Q4;10;28;46;836;15;43;0,36;29,86;11,63;0;0;Russian Federation;Eastern Europe;"Polymat";"2012-2023";"Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
234;21101021407;"Operations Research and Decisions";journal;"23916060, 20818858";0,130;Q4;5;27;53;1092;15;53;0,28;40,44;32,26;0;4;Poland;Eastern Europe;"Wroclaw University of Science and Technology";"2019-2023";"Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
235;21101023183;"Revista Brasileira de Biometria";journal;"19830823";0,126;Q4;5;36;64;877;95;64;1,48;24,36;36,75;0;14;Brazil;Latin America;"";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q4); Applied Mathematics (Q4); Epidemiology (Q4); Public Health, Environmental and Occupational Health (Q4); Statistics and Probability (Q4)";"Agricultural and Biological Sciences; Mathematics; Medicine"
236;7200153128;"Zeitschrift fur Evaluation";journal;"16195515";0,126;Q4;7;25;56;602;10;38;0,17;24,08;60,47;0;4;Germany;Western Europe;"Waxmann Verlag GmbH";"2006-2013, 2015-2023";"Applied Psychology (Q4); Communication (Q4); Education (Q4); Social Sciences (miscellaneous) (Q4); Statistics and Probability (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Mathematics; Psychology; Social Sciences"
237;21100851482;"Statistica e Applicazioni";journal;"18246672, 22836659";0,125;Q4;11;1;16;44;3;15;0,11;44,00;50,00;0;0;Italy;Western Europe;"Vita e Pensiero";"2003-2022";"Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy"
238;21101028600;"Statistica Applicata";journal;"11251964, 20385587";0,119;Q4;4;13;33;470;8;32;0,24;36,15;34,48;0;4;Italy;Western Europe;"ASA Associazione per la Statistica Applicata";"2019-2023";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
239;19900193530;"International Journal of Stochastic Analysis";journal;"20903340, 20903332";0,115;Q4;13;0;2;0;0;2;0,00;0,00;0,00;0;0;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2018";"Analysis (Q4); Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Mathematics"
240;200147130;"Sankhya: The Indian Journal of Statistics";journal;"09727671";0,114;Q4;20;12;70;470;8;70;0,19;39,17;35,00;0;0;India;Asiatic Region;"Indian Statistical Institute";"2005-2022";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
241;21100837464;"Central European Journal of Economic Modelling and Econometrics";journal;"2080119X, 20800886";0,109;Q4;6;16;43;586;10;39;0,37;36,63;16,13;0;6;Poland;Eastern Europe;"Polish Academy of Sciencies-Lodz Branch";"2017-2023";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics"
242;21100445641;"Philippine Statistician";journal;"20940343";0,105;Q4;2;12;27;241;2;25;0,09;20,08;18,52;0;1;Philippines;Asiatic Region;"Mathematical and Research Society";"2015-2022";"Statistics and Probability (Q4)";"Mathematics"
243;21101041818;"International Journal of Statistics in Medical Research";journal;"19296029";0,104;Q4;4;19;18;656;6;18;0,33;34,53;34,29;0;10;Canada;Northern America;"Lifescience Global";"2019-2023";"Health Informatics (Q4); Health Information Management (Q4); Health Professions (miscellaneous) (Q4); Statistics and Probability (Q4)";"Health Professions; Mathematics; Medicine"
